,0,1,2,3,4,5,6,7,8,9
0,3.745401188473625,9.50714306409916,7.319939418114051,5.986584841970366,1.5601864044243652,1.5599452033620265,0.5808361216819946,8.661761457749352,6.011150117432088,7.080725777960454
1,0.20584494295802447,9.699098521619943,8.324426408004218,2.1233911067827616,1.8182496720710062,1.8340450985343382,3.0424224295953772,5.247564316322379,4.319450186421157,2.9122914019804194
2,6.118528947223795,1.3949386065204183,2.9214464853521815,3.663618432936917,4.56069984217036,7.851759613930136,1.9967378215835974,5.142344384136116,5.924145688620425,0.46450412719997725
3,6.075448519014383,1.7052412368729153,0.6505159298527952,9.488855372533333,9.656320330745594,8.08397348116461,3.0461376917337066,0.9767211400638387,6.842330265121569,4.4015249373960135
4,1.2203823484477883,4.951769101112702,0.34388521115218396,9.093204020787821,2.587799816000169,6.62522284353982,3.1171107608941098,5.200680211778108,5.4671027934327965,1.8485445552552704
5,9.695846277645586,7.7513282336111455,9.394989415641891,8.948273504276488,5.978999788110851,9.218742350231167,0.884925020519195,1.959828624191452,0.45227288910538066,3.2533033076326436
6,3.8867728968948203,2.713490317738959,8.287375091519294,3.567533266935893,2.8093450968738076,5.426960831582485,1.4092422497476265,8.021969807540398,0.7455064367977082,9.868869366005173
7,7.722447692966574,1.987156815341724,0.05522117123602399,8.154614284548341,7.068573438476172,7.2900716804098735,7.712703466859457,0.7404465173409036,3.5846572854427263,1.1586905952512971
8,8.631034258755935,6.232981268275579,3.308980248526492,0.6355835028602363,3.109823217156622,3.2518332202674705,7.29606178338064,6.3755747135521315,8.872127425763265,4.722149251619493
9,1.195942459383017,7.13244787222995,7.607850486168974,5.612771975694963,7.70967179954561,4.937955963643907,5.227328293819941,4.275410183585496,0.2541912674409519,1.0789142699330445
10,0.3142918568673425,6.364104112637804,3.143559810763267,5.085706911647028,9.07566473926093,2.4929222914887497,4.103829230356297,7.555511385430487,2.2879816549162246,0.7697990982879299
11,2.8975145291376805,1.6122128725400442,9.29697652342573,8.08120379564417,6.334037565104235,8.714605901877178,8.036720768991145,1.8657005888603584,8.925589984899778,5.393422419156507
12,8.074401551640625,8.960912999234932,3.1800347497186388,1.1005192452767676,2.279351625419417,4.271077886262563,8.18014765922493,8.607305832563434,0.06952130531190703,5.107473025775658
13,4.17411003148779,2.2210781047073027,1.198653673336828,3.3761517140362796,9.429097039125192,3.2320293202075523,5.187906217433661,7.030189588951778,3.63629602379294,9.717820827209607
14,9.624472949421111,2.5178229582536416,4.972485058923855,3.0087830981676964,2.848404943774676,0.36886947354532795,6.095643339798968,5.026790232288615,0.5147875124998935,2.7864646423661146
15,9.082658859666537,2.395618906669724,1.448948720912231,4.89452760277563,9.856504541106007,2.4205527151150044,6.721355474058786,7.616196153287175,2.3763754399239967,7.282163486118596
16,3.677831327192532,6.3230583059357945,6.335297107608947,5.357746840747585,0.902897700544083,8.35302495589238,3.2078006497173583,1.8651851039985423,0.40775141554763916,5.908929431882418
17,6.775643618422825,0.16587828927856152,5.12093058299281,2.2649577519793795,6.451727904094499,1.7436642900499144,6.90937738102466,3.867353463005374,9.367299887367345,1.3752094414599325
18,3.410663510502585,1.1347352124058907,9.246936182785628,8.77339353380981,2.579416277151556,6.59984046034179,8.172222002012159,5.5520081159946235,5.296505783560065,2.418522909004517
19,0.9310276780589921,8.972157579533267,9.004180571633304,6.33101457273268,3.390297910487007,3.492095746126609,7.259556788702394,8.971102599525771,8.870864242651173,7.798755458576238
20,6.420316461542877,0.8413996499504883,1.6162871409461377,8.985541885270793,6.0642905965958995,0.09197051616629648,1.014715428660321,6.635017691080558,0.05061583846218687,1.6080805141749865
21,5.487337893665861,6.918951976926932,6.519612595026006,2.242693094605598,7.121792213475358,2.3724908749680007,3.2539969815926773,7.464914051180242,6.496328990472147,8.49223410494178
22,6.576128923003433,5.683086033354716,0.9367476782809248,3.6771580305943354,2.6520236768172545,2.4398964337908358,9.730105547524456,3.930977246667604,8.920465551771134,6.311386259972629
23,7.948113035416484,5.026370931051921,5.769038846263591,4.925176938188639,1.952429877980445,7.224521152615053,2.807723624408558,0.2431596643145384,6.454722959071678,1.7711067940704894
24,9.404585843529143,9.539285770025874,9.148643902204485,3.7015870025544437,0.15456616528867428,9.283185625877254,4.281841483173143,9.666548190436696,9.636199770892528,8.530094554673601
25,2.944488920695857,3.8509772860192526,8.511366715168569,3.1692200515627764,1.6949274668609249,5.568012624583502,9.36154774160781,6.96029796674973,5.700611700893649,0.9717649377076854
26,6.150072266991698,9.900538501042632,1.4008401523652403,5.183296523637368,8.773730719279554,7.407686177542044,6.97015740995268,7.024840839871093,3.5949115121975517,2.9359184426449336
27,8.093611554785136,8.101133946791808,8.670723185801037,9.132405525564714,5.113423988609378,5.015162946871996,7.9829517896677515,6.4996393077776515,7.019668772577034,7.95792669436101
28,8.900053418175663,3.379951568515358,3.75582952639944,0.93981939840869,5.78280140996174,0.35942273796742086,4.655980181324601,5.426446347075766,2.865412521282844,5.9083326056901075
29,0.3050024993904943,0.37348188749214417,8.226005606596583,3.601906414112629,1.2706051265188478,5.222432600548044,7.699935530986108,2.1582102749684315,6.228904758190002,0.85347464993768
30,0.516817211686077,5.31354631568148,5.406351216101065,6.374299014982066,7.260913337226615,9.758520794625346,5.163003483011953,3.2295647294124596,7.9518619476870365,2.708322512620742
31,4.389714207056361,0.7845638134226596,0.2535074341545751,9.626484146779251,8.359801205122059,6.95974206093698,4.089529444142698,1.7329432007084578,1.5643704267108605,2.502428981645953
32,5.4922666470612045,7.145959227000623,6.601973767177313,2.7993389694594284,9.54865280663194,7.378969166957685,5.543540525114007,6.117207462343522,4.196000624277899,2.4773098950115746
33,3.559726786512616,7.578461104643691,0.14393488629755868,1.1607264050691624,0.4600264202175275,0.40728802318970136,8.554605840110073,7.036578593800237,4.741738290873252,0.9783416065100148
34,4.916158751168323,4.734717707805657,1.7320186991001518,4.33851649237973,3.9850473439737346,6.158500980522165,6.350936508676438,0.4530400977204452,3.746126146264712,6.258599157142363
35,5.031362585800877,8.564898411883222,6.58693631618945,1.629344270814297,0.7056874740042984,6.424192782063156,0.26511310541621813,5.8577558127346325,9.402302414249576,5.75474177875879
36,3.881699262065219,6.432882184423532,4.582528904915167,5.45616789315935,9.41464808776525,3.8610263780077423,9.611905638239142,9.053506419560637,1.9579113478929644,0.6936130087516545
37,1.0077800137742665,0.18221825651549728,0.944429607559284,6.830067734163569,0.7118864846022899,3.189756302937613,8.448753109694545,0.23271935735825866,8.144684825889358,2.8185477477339993
38,1.1816482762165625,6.967371653641506,6.28942846779884,8.77472013527053,7.350710438038858,8.034809303848485,2.820345725713065,1.7743954377972282,7.506147516408584,8.06834739267264
39,9.905051420006734,4.126176769114265,3.720180857927832,7.764129607419968,3.4080354025301784,9.307573256035647,8.584127518430119,4.289940273750183,7.508710677914974,7.545428740846823
40,1.031238688359326,9.025529066795666,5.052523724478571,8.264574661077416,3.2004960103061175,8.955232284962005,3.892016787341631,0.1083765148029836,9.053819764192637,0.9128667678613356
41,3.1931363759041487,9.50061967050805,9.506071469375561,5.734378881232861,6.318372121697992,4.4844552197831975,2.9321077169806453,3.2866454536991596,6.725184560770384,7.5237452943768
42,7.915790437258485,7.896181427945539,0.9120610304869037,4.944203047025814,0.5755876001664428,5.495288823237355,4.41530501373377,8.877041827582998,3.5091501255207866,1.1706701642760586
43,1.4299168205283586,7.615106317174723,6.182180633162611,1.0112267612279024,0.8410680611499743,7.009691314591199,0.7276300636419353,8.218600592903563,7.062422271564962,0.8134878064189976
44,0.8483771408519192,9.866395785011754,3.742707957561203,3.706421470668909,8.127995672575025,9.472485773838587,9.860010638228708,7.533781852589416,3.762595855309158,0.8350071669866876
45,7.771469159274368,5.58404249735805,4.242220092469763,9.06354385094736,1.1119748230615134,4.926251042908591,0.11353644767419069,4.6866064199412625,0.5630327568183735,1.1881791626807192
46,1.1752624677710488,6.492103021160636,7.460448792654233,5.833687650971596,9.621725484745419,3.748705795237041,2.8571208628186073,8.685991281894603,2.235958385194526,9.632225394406113
47,0.12154474689816341,9.69878826707639,0.43159911950576113,8.911431136980712,5.277011090862999,9.929647961193004,0.7379656473539886,5.538542844013207,9.69302535619099,5.230978441701488
48,6.293986381352625,6.957486889846171,4.545410647677732,6.275580800840634,5.843143119231002,9.01158010490989,0.4544638034145787,2.809631895922303,9.504114840765588,8.902637838909163
49,4.55656752785713,6.201325978015367,2.7738118298113266,1.881211597237613,4.636984049399821,3.533522280260528,5.836561118508721,0.7773463696498484,9.743948076661665,9.86210744479603
50,6.981617140197452,5.360963663441204,3.0952761628632777,8.137950197069486,6.847311725538793,1.626169393448913,9.109271844938425,8.22537242923169,9.49799913291924,7.2571950838836
51,6.134151959357899,4.182430362906189,9.327284833540133,8.660638895004084,0.45218670106189407,0.26366974497252005,3.7646336687804958,8.105533307818328,9.872761293149445,1.5041689110352818
52,5.941307153521351,3.8089085663102153,9.699143978146033,8.421189231357086,8.383287047111379,4.686931597949703,4.148195023376652,2.7340707193070624,0.5637549665092711,8.647223762550531
53,8.129010091300776,9.997176732861305,9.966368370739055,5.5543170560262745,7.689874151805105,9.44765729882428,8.496473906774115,2.4734810174319763,4.505441353100935,1.2915941515149498
54,9.540510272587223,6.0617463445088005,2.2864280550346274,6.7170068440585675,6.181282404578958,3.5816271803284048,1.1355759219962902,6.715731955927996,5.2030770090379335,7.723183917356393
55,5.201635011119934,8.5218150031854,5.519068387744856,5.609379715353863,8.76653602658345,4.034828662123971,1.3401522845064073,0.28782676313338973,7.55137255673619,6.203095513534647
56,7.0407976809922355,2.129641615089107,1.3637147558676976,0.14544665667881929,3.5058755880659698,5.899176868546331,3.922440450997323,4.374749220237291,9.041586944937483,3.4825546702330037
57,5.139894891598108,7.8365301274114305,3.9654278232127016,6.220867002278735,8.623637087467452,9.495206236576422,1.4707348092903794,9.265876251614944,4.921162930795382,2.5824438829895833
58,4.591357562382613,9.800325752854771,4.926180939928696,3.287516102875082,6.334008543167258,2.401456187781931,0.7586332810866392,1.2887972191064923,1.2804583895777244,1.5190269351229435
59,1.3882717264941014,6.4087474480321465,1.8188008439914483,3.456672833238632,8.967884099060118,4.739616402628723,6.675577385210271,1.7231987120162984,1.9228901880867078,0.40868616266478863
60,1.6893506307216455,2.7859033903195862,1.7701048427674682,0.8870253375705561,1.206358711006008,4.607787680327258,2.063337184057925,3.6426986104807546,5.034172708548569,6.903948286293653
61,0.39312139841098936,7.994103989090426,6.279003894909078,0.8175903194887191,8.735786241067773,9.208724005318132,0.6107795985486375,2.7687764814720373,8.062012797930613,7.482596903836583
62,1.8452101935637732,2.093493233367103,3.70472102791382,4.845229851910213,6.1825477153029595,3.689136395697724,4.625347161331479,7.474709381337565,0.366832028905979,2.5243694434402073
63,7.133495858845524,8.952068376871994,5.116774421156661,5.321134852653157,1.0717201133977605,4.474123668234546,5.326172664550231,2.4247050363472966,2.6924323094938094,3.7728416310462265
64,0.20071197777726368,3.220791655831783,2.1144800699654462,3.2749735217791462,1.1976213181925122,8.90527280739895,5.935924535540487,6.791023191444896,7.891712386073383,4.984421989290572
65,0.8692028808742369,5.371065418185478,5.868411180208791,7.4543947418433,4.316595462296794,1.2758030279556376,2.8377590579872445,3.630822963986351,6.459172413316012,5.707783046689119
66,3.5609672589784624,9.865152487929796,6.057748193568871,2.372267917359945,1.0178247262040374,1.5285913918433203,2.459577283845081,1.6068137325955567,1.8656702405130576,2.850951686938471
67,1.7337359529475482,8.967654246264251,0.8023374566164221,5.245113895702547,4.103968269896615,9.823786169086064,1.1203890216805235,3.9785559904574166,9.69470433275369,8.655071258939802
68,8.1707207094928,2.579028270449398,1.7088758739006582,6.68643219924431,9.293759891275858,5.567628930139298,5.7161268946989985,2.7997909366028417,7.694929331919369,1.8704374855752337
69,3.2367923640424365,4.254364386164168,5.07610378684455,2.4240973241508024,1.1483682473920354,6.1062004244163255,2.8863055324025577,5.812382214226123,1.5436271527420231,4.811401018548175
70,5.325894325515859,0.5182353682242691,3.366042781939206,1.3441467693897424,0.6337497047276774,9.899602323899453,3.2235384497472297,8.09874445854635,2.5464065476376385,6.8150272222392925
71,7.6022785988968655,5.956387406078443,4.715761885501584,4.118409141472686,3.4886826654299528,9.29529144247826,8.306194077877292,9.650269106665126,1.2429722348554473,7.308674752036443
72,9.383404568210379,1.8123306616566015,0.664962673667775,7.4112064929005905,5.744731131799119,8.41828776758272,1.397723766262895,7.952673118598902,2.0162732004774453,1.636559428657045
73,1.6426579793099294,8.14574720231382,6.651972206962001,5.230654247691193,3.5883048412350247,8.772005408131083,3.924451074226354,8.16599439471577,4.391349085702184,3.769444294249076
74,4.626797856696064,3.0137787416414206,7.476093801762511,5.027203900924792,2.322126951468173,8.995745732745684,3.8389122137321143,5.435528611139886,9.06472110964547,6.242379959139921
75,1.1689804070836407,9.398321236134752,6.277080530714178,3.3490561465708613,1.3927207266338726,7.9402518927029595,6.200727559285135,5.334610919763215,8.938925830509577,7.885972112245307
76,1.5167487973275118,3.1172206779554825,2.4848913981446574,7.43946292572677,0.3353243473577938,5.698896848713165,7.624586857406905,8.767656367617494,3.4208174871590744,8.212573046720129
77,1.1063173695520723,8.464522917345182,1.2748866233198242,3.9728729056036727,7.972953657795536,1.4991742734877378,2.2925139523264146,7.222525683930662,7.200365365460744,6.411476328852973
78,6.939484444671001,5.427244433475962,2.5179905890695276,3.4569599350391944,1.8159771680142567,9.084505613336283,5.833917947661204,4.008514167636399,4.620058036441327,9.472833396118153
79,1.533514031160802,5.862298320167972,5.05888678884466,6.1145423543464785,0.18110183820840509,8.721239089441514,9.321182824836123,5.65133183589209,6.966508238768922,9.224993811772958
80,7.072386343133986,1.5253904291426135,5.762883601668132,6.067150463828559,4.24130671302386,7.3644423562472285,9.343670147690148,9.255685129067764,4.508393714041321,1.1323804584075525
81,9.848411989623346,8.388980864459342,1.2466268120326685,9.208418826173723,8.698963620621283,5.188380571260721,5.912754357449293,3.9900270387013026,0.5476163882203133,3.3519724164590095
82,8.028534485980114,0.04632023004602859,3.334991716911442,3.9816869359094333,5.373956029379229,9.198556164127606,3.4634599436596125,3.469532018962277,7.3750124810974835,4.522179408898071
83,2.2460482293998196,4.524395161326934,1.4085702037979986,1.763869865062233,4.983677727394797,4.189254495045479,9.148459010681,3.623938991166331,5.805883502780435,6.322642879195303
84,0.13094456588333636,6.635373720167106,1.7803596686975143,9.610703174694551,1.4866272775311296,4.146241237270237,0.8534966807864386,9.968742518459473,5.021950103312426,5.953850173200438
85,0.6707647738842748,7.499604703991778,2.0990559309558576,8.980542894407137,2.0513964048200717,1.9068772066366657,0.3654966784809488,4.720669451099992,5.648411332626164,0.6570863942835237
86,7.755276166950106,4.532888347480276,5.243902693275801,4.407627469382281,4.00763060875326,5.596403313082179,1.552402459307125,1.8192813049527112,8.617856210135173,9.461154621336327
